,Unnamed: 0_x,doi,fk_idx,cole_idx,date,Unnamed: 0_y,subject,"doi,subject",period,Discipline
656,10,s41421-020-00210-9,16.3,25.92,2020-09-29 00:00:00+00:00,36,Molecular biology,,Before,Biological sciences
670,18,s41405-020-0030-z,16.7,25.91,2020-03-17 00:00:00+00:00,50,Oral diseases,,Before,Health sciences
672,19,s41420-020-00372-1,18.3,26.5,2020-11-27 00:00:00+00:00,52,Infectious diseases,,Before,Health sciences
676,21,s41537-020-00115-2,16.3,26.9,2020-09-25 00:00:00+00:00,61,Biomarkers,,Before,Health sciences
680,23,s41522-020-00144-w,16.8,27.02,2020-09-25 00:00:00+00:00,65,Applied microbiology,,Before,Biological sciences
682,23,s41522-020-00144-w,16.8,27.02,2020-09-25 00:00:00+00:00,67,Microbial ecology,,Before,Biological sciences
684,23,s41522-020-00144-w,16.8,27.02,2020-09-25 00:00:00+00:00,69,Water microbiology,,Before,Biological sciences
688,0,s41394-020-00350-w,20.8,31.43,2020-11-02 00:00:00+00:00,3,Diseases,,Before,Health sciences
689,0,s41394-020-00350-w,20.8,31.43,2020-11-02 00:00:00+00:00,4,Neurophysiology,,Before,Biological sciences
691,1,s41477-020-0618-2,15.6,27.19,2020-03-13 00:00:00+00:00,6,Evolution,,Before,Biological sciences
692,1,s41477-020-0618-2,15.6,27.19,2020-03-13 00:00:00+00:00,7,Genetics,,Before,Biological sciences
694,1,s41477-020-0618-2,15.6,27.19,2020-03-13 00:00:00+00:00,9,Plant sciences,,Before,Biological sciences
700,4,s41378-020-00218-x,16.7,29.38,2020-12-14 00:00:00+00:00,20,Engineering,,Before,Physical sciences
701,4,s41378-020-00218-x,16.7,29.38,2020-12-14 00:00:00+00:00,21,Physics,,Before,Physical sciences
707,7,s41394-020-00346-6,19.8,26.22,2020-10-12 00:00:00+00:00,27,Spinal cord diseases,,Before,Health sciences
709,8,s41522-020-00150-y,18.4,28.59,2020-10-09 00:00:00+00:00,29,Biological techniques,,Before,Biological sciences
713,10,s41420-020-00334-7,16.6,27.88,2020-10-12 00:00:00+00:00,33,Breast cancer,,Before,Biological sciences
720,13,s41522-020-00149-5,16.2,27.88,2020-10-09 00:00:00+00:00,40,Biological techniques,,Before,Biological sciences
722,14,s41522-020-00147-7,17.4,29.1,2020-10-13 00:00:00+00:00,42,Applied microbiology,,Before,Biological sciences
725,14,s41522-020-00147-7,17.4,29.1,2020-10-13 00:00:00+00:00,45,Microbial ecology,,Before,Biological sciences
726,14,s41522-020-00147-7,17.4,29.1,2020-10-13 00:00:00+00:00,46,Water microbiology,,Before,Biological sciences
727,15,s41523-020-00194-5,17.8,25.75,2020-10-09 00:00:00+00:00,47,Cancer epidemiology,,Before,Biological sciences
728,15,s41523-020-00194-5,17.8,25.75,2020-10-09 00:00:00+00:00,48,Risk factors,,Before,Health sciences
733,18,s41394-020-0279-4,18.5,27.03,2020-04-30 00:00:00+00:00,53,Medical research,,Before,Health sciences
736,19,s41420-020-0262-7,18.3,28.88,2020-04-20 00:00:00+00:00,56,Mesenchymal stem cells,,Before,Biological sciences
737,20,s41394-020-0275-8,18.3,26.8,2020-04-15 00:00:00+00:00,57,Spinal cord diseases,,Before,Health sciences
740,21,s41394-020-0278-5,17.0,25.29,2020-04-28 00:00:00+00:00,60,Spinal cord diseases,,Before,Health sciences
742,22,s41572-020-0209-6,18.7,26.97,2020-09-17 00:00:00+00:00,67,Respiratory tract diseases,,Before,Health sciences
744,23,s41477-019-0588-4,16.7,28.64,2020-02-10 00:00:00+00:00,76,Phylogenetics,,Before,Biological sciences
745,23,s41477-019-0588-4,16.7,28.64,2020-02-10 00:00:00+00:00,77,Plant evolution,,Before,Biological sciences
746,0,s41893-020-00609-y,16.7,28.06,2020-09-14 00:00:00+00:00,0,Forest ecology,,Before,Biological sciences
747,0,s41893-020-00609-y,16.7,28.06,2020-09-14 00:00:00+00:00,1,Geography,,Before,Scientific community and society
749,1,s41562-020-0875-0,17.0,29.79,2020-05-18 00:00:00+00:00,3,Geography,,Before,Scientific community and society
750,2,s41562-020-0859-0,17.6,31.36,2020-05-11 00:00:00+00:00,4,Analytical chemistry,,Before,Physical sciences
754,4,s41562-020-0867-0,16.5,25.8,2020-05-11 00:00:00+00:00,8,Medical research,,Before,Health sciences
755,4,s41562-020-0867-0,16.5,25.8,2020-05-11 00:00:00+00:00,9,Psychology,,Before,Biological sciences
762,6,s41559-020-01304-z,17.4,23.89,2020-08-20 00:00:00+00:00,16,Evolution,,Before,Biological sciences
766,7,s41559-020-1102-0,21.8,36.65,2020-02-24 00:00:00+00:00,20,Population genetics,,Before,Biological sciences
768,8,s41559-019-1080-2,16.2,26.9,2020-02-10 00:00:00+00:00,22,Microbial ecology,,Before,Biological sciences
769,8,s41559-019-1080-2,16.2,26.9,2020-02-10 00:00:00+00:00,23,Systems biology,,Before,Biological sciences
773,10,s41550-020-1170-8,16.7,25.23,2020-10-08 00:00:00+00:00,27,Atmospheric chemistry,,Before,Physical sciences
776,11,s41550-020-01240-9,22.4,43.5,2020-10-08 00:00:00+00:00,30,Atmospheric chemistry,,Before,Physical sciences
779,12,s41551-020-0566-1,18.1,29.22,2020-06-29 00:00:00+00:00,33,Biomedical engineering,,Before,Physical sciences
781,12,s41551-020-0566-1,18.1,29.22,2020-06-29 00:00:00+00:00,35,Tissue engineering,,Before,Physical sciences
785,13,s41570-020-00227-4,14.8,14.57,2020-09-14 00:00:00+00:00,39,Organometallic chemistry,,Before,Physical sciences
789,15,s41893-020-00600-7,18.2,33.21,2020-08-31 00:00:00+00:00,43,Hydrology,,Before,Earth and environmental sciences
790,15,s41893-020-00600-7,18.2,33.21,2020-08-31 00:00:00+00:00,44,Restoration ecology,,Before,Biological sciences
792,15,s41893-020-00600-7,18.2,33.21,2020-08-31 00:00:00+00:00,46,Water resources,,Before,Scientific community and society
797,17,s41551-020-00609-5,17.8,33.05,2020-09-10 00:00:00+00:00,51,Tissue engineering,,Before,Physical sciences
806,21,s41551-020-00610-y,20.6,32.71,2020-09-10 00:00:00+00:00,60,Kidney diseases,,Before,Health sciences
807,21,s41551-020-00610-y,20.6,32.71,2020-09-10 00:00:00+00:00,61,Metabolic engineering,,Before,Physical sciences
813,24,s41551-020-0538-5,17.6,29.68,2020-03-30 00:00:00+00:00,67,Biomedical engineering,,Before,Physical sciences
814,24,s41551-020-0538-5,17.6,29.68,2020-03-30 00:00:00+00:00,68,Engineering,,Before,Physical sciences
815,24,s41551-020-0538-5,17.6,29.68,2020-03-30 00:00:00+00:00,69,Medical research,,Before,Health sciences
820,26,s41550-020-1072-9,16.6,27.48,2020-04-06 00:00:00+00:00,74,Astronomy and astrophysics,,Before,Physical sciences
821,26,s41550-020-1072-9,16.6,27.48,2020-04-06 00:00:00+00:00,75,Atmospheric chemistry,,Before,Physical sciences
823,26,s41550-020-1072-9,16.6,27.48,2020-04-06 00:00:00+00:00,77,Planetary science,,Before,Earth and environmental sciences
824,27,s41551-020-0534-9,16.4,25.91,2020-04-06 00:00:00+00:00,78,Diseases,,Before,Health sciences
825,27,s41551-020-0534-9,16.4,25.91,2020-04-06 00:00:00+00:00,79,Gastrointestinal diseases,,Before,Health sciences
826,27,s41551-020-0534-9,16.4,25.91,2020-04-06 00:00:00+00:00,80,Medical research,,Before,Health sciences
828,27,s41551-020-0534-9,16.4,25.91,2020-04-06 00:00:00+00:00,82,Urogenital diseases,,Before,Health sciences
829,28,s41551-020-0540-y,16.5,25.85,2020-03-30 00:00:00+00:00,83,Biomedical engineering,,Before,Physical sciences
834,30,s41551-020-0583-0,17.7,30.49,2020-07-06 00:00:00+00:00,88,Cancer immunotherapy,,Before,Biological sciences
837,31,s41698-020-00131-6,17.2,27.48,2020-09-01 00:00:00+00:00,91,Breast cancer,,Before,Biological sciences
838,31,s41698-020-00131-6,17.2,27.48,2020-09-01 00:00:00+00:00,92,Risk factors,,Before,Health sciences
839,0,s42003-020-01412-3,15.4,25.74,2020-11-19 00:00:00+00:00,0,Biochemistry,,Before,Biological sciences
840,0,s42003-020-01412-3,15.4,25.74,2020-11-19 00:00:00+00:00,1,Microbiology,,Before,Biological sciences
841,0,s42003-020-01412-3,15.4,25.74,2020-11-19 00:00:00+00:00,2,Structural biology,,Before,Biological sciences
842,1,s41893-020-00661-8,18.2,27.26,2020-12-10 00:00:00+00:00,3,Agriculture,,Before,Scientific community and society
845,1,s41893-020-00661-8,18.2,27.26,2020-12-10 00:00:00+00:00,6,Technology,,Before,Physical sciences
846,2,s41893-020-00632-z,17.4,56.02,2020-10-07 00:00:00+00:00,7,Agriculture,,Before,Scientific community and society
848,2,s41893-020-00632-z,17.4,56.02,2020-10-07 00:00:00+00:00,9,Risk factors,,Before,Health sciences
850,3,s41929-020-00540-7,20.4,20.89,2020-11-18 00:00:00+00:00,17,Energy,,Before,Physical sciences
855,5,s42256-020-0221-2,14.6,50.48,2020-08-12 00:00:00+00:00,22,Biochemistry,,Before,Biological sciences
858,6,s42003-020-01506-y,15.9,25.92,2020-12-23 00:00:00+00:00,25,Molecular biophysics,,Before,Physical sciences
861,7,s41929-020-00506-9,15.9,29.15,2020-09-07 00:00:00+00:00,28,Genetic engineering,,Before,Physical sciences
863,7,s41929-020-00506-9,15.9,29.15,2020-09-07 00:00:00+00:00,30,Structural biology,,Before,Biological sciences
868,10,s42005-020-00473-4,16.7,29.96,2020-11-13 00:00:00+00:00,46,Atomic and molecular physics,,Before,Physical sciences
869,10,s42005-020-00473-4,16.7,29.96,2020-11-13 00:00:00+00:00,47,Quantum physics,,Before,Physical sciences
870,11,s42004-020-00420-y,17.6,29.51,2020-11-13 00:00:00+00:00,48,Physical chemistry,,Before,Physical sciences
871,11,s42004-020-00420-y,17.6,29.51,2020-11-13 00:00:00+00:00,49,Polymer chemistry,,Before,Physical sciences
873,12,s41929-020-00532-7,16.5,59.31,2020-10-15 00:00:00+00:00,51,Electrochemistry,,Before,Physical sciences
874,13,s41893-020-00621-2,15.9,28.24,2020-10-12 00:00:00+00:00,52,Agriculture,,Before,Scientific community and society
875,13,s41893-020-00621-2,15.9,28.24,2020-10-12 00:00:00+00:00,53,Business and industry,,Before,Scientific community and society
876,13,s41893-020-00621-2,15.9,28.24,2020-10-12 00:00:00+00:00,54,Developing world,,Before,Scientific community and society
877,13,s41893-020-00621-2,15.9,28.24,2020-10-12 00:00:00+00:00,55,Social sciences,,Before,Scientific community and society
878,14,s41929-020-00518-5,15.7,28.46,2020-10-12 00:00:00+00:00,56,Chemical engineering,,Before,Physical sciences
879,14,s41929-020-00518-5,15.7,28.46,2020-10-12 00:00:00+00:00,57,Energy,,Before,Physical sciences
881,14,s41929-020-00518-5,15.7,28.46,2020-10-12 00:00:00+00:00,59,Microwave chemistry,,Before,Physical sciences
883,15,s41893-020-00617-y,18.1,25.69,2020-10-12 00:00:00+00:00,61,Agriculture,,Before,Scientific community and society
884,15,s41893-020-00617-y,18.1,25.69,2020-10-12 00:00:00+00:00,62,Developing world,,Before,Scientific community and society
885,15,s41893-020-00617-y,18.1,25.69,2020-10-12 00:00:00+00:00,63,Environmental social sciences,,Before,Earth and environmental sciences
886,15,s41893-020-00617-y,18.1,25.69,2020-10-12 00:00:00+00:00,64,Social sciences,,Before,Scientific community and society
896,18,s41929-020-00537-2,17.9,22.51,2020-11-12 00:00:00+00:00,74,Energy,,Before,Physical sciences
898,19,s41929-020-00538-1,16.9,29.46,2020-11-12 00:00:00+00:00,76,Environmental chemistry,,Before,Physical sciences
904,20,s41929-020-00499-5,16.3,32.16,2020-09-21 00:00:00+00:00,82,Synthetic chemistry methodology,,Before,Physical sciences
910,22,s42004-020-00415-9,16.5,27.71,2020-11-09 00:00:00+00:00,88,Astrochemistry,,Before,Physical sciences
911,22,s42004-020-00415-9,16.5,27.71,2020-11-09 00:00:00+00:00,89,Chemical physics,,Before,Physical sciences
915,23,s41929-020-0460-y,20.0,38.72,2020-05-18 00:00:00+00:00,93,Synthetic chemistry methodology,,Before,Physical sciences
916,23,s41929-020-0460-y,20.0,38.72,2020-05-18 00:00:00+00:00,94,Organic chemistry,,Before,Physical sciences
917,24,s41893-019-0466-0,17.9,30.33,2020-01-20 00:00:00+00:00,98,Fire ecology,,Before,Biological sciences
918,24,s41893-019-0466-0,17.9,30.33,2020-01-20 00:00:00+00:00,99,Palaeoecology,,Before,Biological sciences
921,0,s41598-020-77240-6,17.3,26.03,2020-11-20 00:00:00+00:00,0,Ecology,,Before,Biological sciences
922,0,s41598-020-77240-6,17.3,26.03,2020-11-20 00:00:00+00:00,1,Environmental sciences,,Before,Earth and environmental sciences
925,2,s41598-020-77217-5,17.7,26.74,2020-11-19 00:00:00+00:00,4,Cell biology,,Before,Biological sciences
926,2,s41598-020-77217-5,17.7,26.74,2020-11-19 00:00:00+00:00,5,Neuroscience,,Before,Biological sciences
931,3,s41558-020-0898-6,16.4,29.43,2020-09-14 00:00:00+00:00,10,Environmental social sciences,,Before,Earth and environmental sciences
932,4,s41598-020-77184-x,16.4,26.68,2020-11-18 00:00:00+00:00,11,Endocrinology,,Before,Health sciences
933,4,s41598-020-77184-x,16.4,26.68,2020-11-18 00:00:00+00:00,12,Medical research,,Before,Health sciences
936,5,s41598-020-77111-0,17.5,28.99,2020-11-18 00:00:00+00:00,15,Neurophysiology,,Before,Biological sciences
937,6,s41598-020-77125-8,17.3,27.08,2020-11-18 00:00:00+00:00,16,Biomarkers,,Before,Health sciences
939,7,s41598-020-77276-8,18.5,28.82,2020-11-18 00:00:00+00:00,18,Biotechnology,,Before,Biological sciences
940,7,s41598-020-77276-8,18.5,28.82,2020-11-18 00:00:00+00:00,19,Microbiology,,Before,Biological sciences
941,7,s41598-020-77276-8,18.5,28.82,2020-11-18 00:00:00+00:00,20,Molecular biology,,Before,Biological sciences
942,8,s41598-020-77248-y,16.6,26.67,2020-11-18 00:00:00+00:00,21,Health care,,Before,Health sciences
943,8,s41598-020-77248-y,16.6,26.67,2020-11-18 00:00:00+00:00,22,Medical research,,Before,Health sciences
945,9,s41598-020-77151-6,15.6,26.79,2020-11-19 00:00:00+00:00,24,Anatomy,,Before,Health sciences
947,9,s41598-020-77151-6,15.6,26.79,2020-11-19 00:00:00+00:00,26,Health care,,Before,Health sciences
952,11,s41598-020-77208-6,17.6,28.06,2020-11-20 00:00:00+00:00,31,Grassland ecology,,Before,Biological sciences
953,12,s41598-020-75352-7,17.2,27.14,2020-11-20 00:00:00+00:00,32,Computational biology and bioinformatics,,Before,Biological sciences
957,13,s41598-020-77109-8,20.8,37.62,2020-11-18 00:00:00+00:00,36,Biochemistry,,Before,Biological sciences
958,13,s41598-020-77109-8,20.8,37.62,2020-11-18 00:00:00+00:00,37,Cancer,,Before,Biological sciences
961,15,s41598-020-77128-5,17.4,31.6,2020-11-18 00:00:00+00:00,40,Condensed-matter physics,,Before,Physical sciences
962,15,s41598-020-77128-5,17.4,31.6,2020-11-18 00:00:00+00:00,41,Physics,,Before,Physical sciences
963,15,s41598-020-77128-5,17.4,31.6,2020-11-18 00:00:00+00:00,42,Quantum physics,,Before,Physical sciences
964,16,s41598-020-77378-3,17.4,28.76,2020-11-19 00:00:00+00:00,43,Biological techniques,,Before,Biological sciences
968,17,s41598-020-77102-1,17.9,28.7,2020-11-18 00:00:00+00:00,47,Breast cancer,,Before,Biological sciences
972,18,s41598-020-77234-4,18.3,25.81,2020-11-18 00:00:00+00:00,51,Atomic and molecular physics,,Before,Physical sciences
974,18,s41598-020-77234-4,18.3,25.81,2020-11-18 00:00:00+00:00,53,Physics,,Before,Physical sciences
976,19,s41598-020-76866-w,17.5,25.51,2020-11-18 00:00:00+00:00,55,Neurology,,Before,Health sciences
979,20,s41598-020-77135-6,18.5,28.35,2020-11-18 00:00:00+00:00,58,Tumour biomarkers,,Before,Health sciences
983,22,s41598-020-77267-9,16.4,32.76,2020-11-19 00:00:00+00:00,62,Chemistry,,Before,Physical sciences
984,22,s41598-020-77267-9,16.4,32.76,2020-11-19 00:00:00+00:00,63,Materials science,,Before,Physical sciences
987,24,s41598-020-76708-9,17.6,28.99,2020-11-18 00:00:00+00:00,66,Cancer,,Before,Biological sciences
988,24,s41598-020-76708-9,17.6,28.99,2020-11-18 00:00:00+00:00,67,Cancer models,,Before,Biological sciences
989,24,s41598-020-76708-9,17.6,28.99,2020-11-18 00:00:00+00:00,68,Cancer therapy,,Before,Biological sciences
991,24,s41598-020-76708-9,17.6,28.99,2020-11-18 00:00:00+00:00,70,Gastrointestinal cancer,,Before,Biological sciences
992,25,s41598-020-77258-w,17.3,27.95,2020-11-20 00:00:00+00:00,71,Biomedical engineering,,Before,Physical sciences
995,26,s41598-020-76647-5,17.2,28.81,2020-11-18 00:00:00+00:00,74,Applied physics,,Before,Physical sciences
998,27,s41598-020-76977-4,17.9,27.54,2020-11-18 00:00:00+00:00,77,Biophysics,,Before,Biological sciences
999,27,s41598-020-76977-4,17.9,27.54,2020-11-18 00:00:00+00:00,78,Diseases,,Before,Health sciences
1000,27,s41598-020-76977-4,17.9,27.54,2020-11-18 00:00:00+00:00,79,Medical research,,Before,Health sciences
1001,27,s41598-020-76977-4,17.9,27.54,2020-11-18 00:00:00+00:00,80,Optics and photonics,,Before,Physical sciences
1002,28,s41598-020-77161-4,15.5,27.42,2020-11-19 00:00:00+00:00,81,Adult stem cells,,Before,Biological sciences
1003,28,s41598-020-77161-4,15.5,27.42,2020-11-19 00:00:00+00:00,82,Mesenchymal stem cells,,Before,Biological sciences
1004,28,s41598-020-77161-4,15.5,27.42,2020-11-19 00:00:00+00:00,83,Stem cells,,Before,Biological sciences
1007,30,s41598-020-73349-w,17.4,27.6,2020-11-20 00:00:00+00:00,86,Biophysics,,Before,Biological sciences
1008,30,s41598-020-73349-w,17.4,27.6,2020-11-20 00:00:00+00:00,87,Cancer,,Before,Biological sciences
1009,30,s41598-020-73349-w,17.4,27.6,2020-11-20 00:00:00+00:00,88,Medical research,,Before,Health sciences
1010,30,s41598-020-73349-w,17.4,27.6,2020-11-20 00:00:00+00:00,89,Physics,,Before,Physical sciences
1011,31,s41598-020-77194-9,16.4,27.84,2020-11-19 00:00:00+00:00,90,Conjunctival diseases,,Before,Health sciences
1012,31,s41598-020-77194-9,16.4,27.84,2020-11-19 00:00:00+00:00,91,Corneal diseases,,Before,Health sciences
1017,1,s41699-020-00159-z,15.4,32.05,2020-07-29 00:00:00+00:00,4,Optics and photonics,,Before,Physical sciences
1020,2,s41559-020-1185-7,18.2,32.58,2020-05-04 00:00:00+00:00,7,Climate-change ecology,,Before,Biological sciences
1021,2,s41559-020-1185-7,18.2,32.58,2020-05-04 00:00:00+00:00,8,Macroecology,,Before,Biological sciences
1022,3,s41551-020-0555-4,18.9,33.05,2020-05-11 00:00:00+00:00,9,Biomedical engineering,,Before,Physical sciences
1023,3,s41551-020-0555-4,18.9,33.05,2020-05-11 00:00:00+00:00,10,Chemical engineering,,Before,Physical sciences
1026,3,s41551-020-0555-4,18.9,33.05,2020-05-11 00:00:00+00:00,13,Supramolecular chemistry,,Before,Physical sciences
1027,4,s41559-020-1183-9,15.7,29.27,2020-05-04 00:00:00+00:00,14,Ecological genetics,,Before,Biological sciences
1028,4,s41559-020-1183-9,15.7,29.27,2020-05-04 00:00:00+00:00,15,Evolutionary ecology,,Before,Biological sciences
1030,5,s41559-020-1203-9,15.8,25.22,2020-05-18 00:00:00+00:00,17,Climate-change ecology,,Before,Biological sciences
1032,6,s41559-020-1202-x,17.3,29.1,2020-05-18 00:00:00+00:00,19,Evolutionary developmental biology,,Before,Biological sciences
1033,6,s41559-020-1202-x,17.3,29.1,2020-05-18 00:00:00+00:00,20,Evolutionary genetics,,Before,Biological sciences
1036,7,s41559-020-1173-y,17.7,26.85,2020-05-11 00:00:00+00:00,23,Evolutionary genetics,,Before,Biological sciences
1037,7,s41559-020-1173-y,17.7,26.85,2020-05-11 00:00:00+00:00,24,Evolutionary theory,,Before,Biological sciences
1038,8,s41559-020-1157-y,16.5,26.43,2020-05-11 00:00:00+00:00,25,Cancer,,Before,Biological sciences
1039,8,s41559-020-1157-y,16.5,26.43,2020-05-11 00:00:00+00:00,26,Computational biology and bioinformatics,,Before,Biological sciences
1040,8,s41559-020-1157-y,16.5,26.43,2020-05-11 00:00:00+00:00,27,Ecology,,Before,Biological sciences
1041,8,s41559-020-1157-y,16.5,26.43,2020-05-11 00:00:00+00:00,28,Evolution,,Before,Biological sciences
1042,9,s41550-020-01223-w,21.7,14.34,2020-09-23 00:00:00+00:00,29,Astronomy and astrophysics,,Before,Physical sciences
1045,10,s41550-020-01228-5,16.7,23.73,2020-09-23 00:00:00+00:00,32,Stellar evolution,,Before,Biological sciences
1046,11,s41550-020-1079-2,15.9,25.22,2020-04-20 00:00:00+00:00,33,Astronomy and planetary science,,Before,Physical sciences
1047,11,s41550-020-1079-2,15.9,25.22,2020-04-20 00:00:00+00:00,34,Physics,,Before,Physical sciences
1048,11,s41550-020-1079-2,15.9,25.22,2020-04-20 00:00:00+00:00,35,Planetary science,,Before,Earth and environmental sciences
1051,13,s41562-020-0823-z,17.6,28.64,2020-02-10 00:00:00+00:00,38,Psychology,,Before,Biological sciences
1052,14,s41559-020-01296-w,18.4,30.27,2020-09-03 00:00:00+00:00,39,Ecology,,Before,Biological sciences
1053,14,s41559-020-01296-w,18.4,30.27,2020-09-03 00:00:00+00:00,40,Evolution,,Before,Biological sciences
1054,14,s41559-020-01296-w,18.4,30.27,2020-09-03 00:00:00+00:00,41,Molecular evolution,,Before,Biological sciences
